prefix,truth,prediction
"package es.map.ipsc.bean;


/**
 * El Class TipoDocumentoBean.
 */
public class TipoDocumentoBean {
	
	/** el id tipo. */
	private String idTipo;
	
	/** el descripcion. */
	private String descripcion;
	
	/** el codigo tipo. */
	private String codigoTipo;
	
	/**
	 * Obtiene el id tipo.
	 *
	 * @return el id tipo
	 */
	public String getIdTipo() {
		return idTipo;
	}
	
	/**
	 * Establece el id tipo.
	 *
	 * @param idTipo el nuevo id tipo
	 */
","	public void setIdTipo(String idTipo) {
",public void setIdTipo(String idTipo) {
"package es.map.ipsc.bean;


/**
 * El Class TipoDocumentoBean.
 */
public class TipoDocumentoBean {
	
	/** el id tipo. */
	private String idTipo;
	
	/** el descripcion. */
","	private String descripcion;
",private String descripcion;
"package es.map.ipsc.bean;


/**
 * El Class TipoDocumentoBean.
 */
public class TipoDocumentoBean {
	
	/** el id tipo. */
	private String idTipo;
	
	/** el descripcion. */
	private String descripcion;
	
	/** el codigo tipo. */
	private String codigoTipo;
	
	/**
	 * Obtiene el id tipo.
	 *
	 * @return el id tipo
	 */
	public String getIdTipo() {
		return idTipo;
	}
	
	/**
	 * Establece el id tipo.
	 *
	 * @param idTipo el nuevo id tipo
	 */
	public void setIdTipo(String idTipo) {
		this.idTipo = idTipo;
	}
	
	/**
	 * Obtiene el descripcion.
	 *
	 * @return el descripcion
	 */
	public String getDescripcion() {
		return descripcion;
	}
	
	/**
	 * Establece el descripcion.
	 *
	 * @param descripcion el nuevo descripcion
	 */
	public void setDescripcion(String descripcion) {
		this.descripcion = descripcion;
	}
	
	/**
	 * Obtiene el codigo tipo.
	 *
	 * @return el codigo tipo
	 */
	public String getCodigoTipo() {
		return codigoTipo;
	}
	
	/**
	 * Establece el codigo tipo.
	 *
	 * @param codigoTipo el nuevo codigo tipo
	 */
","	public void setCodigoTipo(String codigoTipo) {
",public void setCodigoTipo(String codigoTipo) {
"package es.map.ipsc.bean;


/**
 * El Class TipoDocumentoBean.
 */
public class TipoDocumentoBean {
	
	/** el id tipo. */
	private String idTipo;
	
	/** el descripcion. */
	private String descripcion;
	
	/** el codigo tipo. */
	private String codigoTipo;
	
	/**
	 * Obtiene el id tipo.
	 *
	 * @return el id tipo
	 */
	public String getIdTipo() {
		return idTipo;
	}
	
	/**
	 * Establece el id tipo.
	 *
	 * @param idTipo el nuevo id tipo
	 */
	public void setIdTipo(String idTipo) {
		this.idTipo = idTipo;
	}
	
	/**
	 * Obtiene el descripcion.
	 *
	 * @return el descripcion
	 */
	public String getDescripcion() {
		return descripcion;
	}
	
	/**
	 * Establece el descripcion.
	 *
	 * @param descripcion el nuevo descripcion
	 */
","	public void setDescripcion(String descripcion) {
",public void setDescripcion(String descripcion) {
"import org.junit.TestCase;

public class FooTest extends TestCase {
	private UUT uut;

	public void testFoo() {
		uut.bar();
		uut.baz();
		uut.ful();
		uut.fuz();
		uut.git();

		uut.bar();
		uut.baz();
		uut.ful();
		uut.fuz();
		uut.git();

		uut.bar();
		uut.baz();
		uut.ful();
		uut.fuz();
//		uut.git();
","	}
",}
"package student;

/**
 * Une exception utilisée lorsqu'une opération ne peut être effectuée
 * par manque de ressources.
 * 
 * @author O. Bonaventure, Ch. Pecheur
 * @version Dec. 2007
 */
","public class UnavailableException extends Exception
",public class ResourceException extends Exception {
"import com.yzk18.docs.ExcelHelpers;
import org.apache.poi.ss.usermodel.Sheet;
import org.apache.poi.ss.usermodel.Workbook;

public class 计算个税并发送邮件1 {
    public static void main(String[] args) {
        Workbook wb = ExcelHelpers.openFile(""d:/2020年4月份工资表.xlsx"");
        Sheet sheet = wb.getSheetAt(0);
        for(int i=1;i<=sheet.getLastRowNum();i++)
        {
            String 姓名 = ExcelHelpers.getCellStringValue(sheet,i,0);
            String 部门 = ExcelHelpers.getCellStringValue(sheet,i,1);
            //遇到员工数据行结束，就break
            if(姓名==null||姓名.equals(""""))
            {
                break;
            }
            double 基本工资 = ExcelHelpers.getCellDoubleValue(sheet,i,2);
            double 绩效工资 = ExcelHelpers.getCellDoubleValue(sheet,i,3);
            double 奖金 = ExcelHelpers.getCellDoubleValue(sheet,i,4);
            Double 考勤罚款 = ExcelHelpers.getCellDoubleValue(sheet,i,5);
            if(考勤罚款==null)
            {
                考勤罚款=0.0;
            }
            double 社保 = ExcelHelpers.getCellDoubleValue(sheet,i,6);
            //应纳税所得额=基本工资+绩效工资+奖金+考勤罚款+社保-5000
","            //个税=应纳税所得额*税率-速算扣除数
","double 应纳税所得额 = basicSalary(基本工资,绩效工资,奖金,考勤罚款,社保);"
"import com.yzk18.docs.ExcelHelpers;
import org.apache.poi.ss.usermodel.Sheet;
import org.apache.poi.ss.usermodel.Workbook;

public class 计算个税并发送邮件1 {
    public static void main(String[] args) {
        Workbook wb = ExcelHelpers.openFile(""d:/2020年4月份工资表.xlsx"");
        Sheet sheet = wb.getSheetAt(0);
        for(int i=1;i<=sheet.getLastRowNum();i++)
        {
            String 姓名 = ExcelHelpers.getCellStringValue(sheet,i,0);
            String 部门 = ExcelHelpers.getCellStringValue(sheet,i,1);
            //遇到员工数据行结束，就break
            if(姓名==null||姓名.equals(""""))
            {
                break;
            }
            double 基本工资 = ExcelHelpers.getCellDoubleValue(sheet,i,2);
            double 绩效工资 = ExcelHelpers.getCellDoubleValue(sheet,i,3);
            double 奖金 = ExcelHelpers.getCellDoubleValue(sheet,i,4);
            Double 考勤罚款 = ExcelHelpers.getCellDoubleValue(sheet,i,5);
            if(考勤罚款==null)
            {
                考勤罚款=0.0;
            }
            double 社保 = ExcelHelpers.getCellDoubleValue(sheet,i,6);
            //应纳税所得额=基本工资+绩效工资+奖金+考勤罚款+社保-5000
            //个税=应纳税所得额*税率-速算扣除数
            double 应纳税所得额 = 基本工资+绩效工资+奖金+考勤罚款+社保-5000;
            double 税率;
            double 速算扣除数;
            if(应纳税所得额<=3000)
            {
                税率=0.03;
                速算扣除数=0;
            }
            else if(应纳税所得额>3000 && 应纳税所得额<=12000)
            {
                税率=0.1;
                速算扣除数=210;
            }
            //if(12000<应纳税所得额<=25000)
","            else if(应纳税所得额>12000 && 应纳税所得额<=25000)
",else if(应纳税所得额>12000 && 应纳税所得额<=45000)
"import com.yzk18.docs.ExcelHelpers;
import org.apache.poi.ss.usermodel.Sheet;
import org.apache.poi.ss.usermodel.Workbook;

public class 计算个税并发送邮件1 {
    public static void main(String[] args) {
        Workbook wb = ExcelHelpers.openFile(""d:/2020年4月份工资表.xlsx"");
        Sheet sheet = wb.getSheetAt(0);
        for(int i=1;i<=sheet.getLastRowNum();i++)
        {
            String 姓名 = ExcelHelpers.getCellStringValue(sheet,i,0);
            String 部门 = ExcelHelpers.getCellStringValue(sheet,i,1);
            //遇到员工数据行结束，就break
            if(姓名==null||姓名.equals(""""))
            {
                break;
            }
            double 基本工资 = ExcelHelpers.getCellDoubleValue(sheet,i,2);
            double 绩效工资 = ExcelHelpers.getCellDoubleValue(sheet,i,3);
            double 奖金 = ExcelHelpers.getCellDoubleValue(sheet,i,4);
            Double 考勤罚款 = ExcelHelpers.getCellDoubleValue(sheet,i,5);
            if(考勤罚款==null)
            {
                考勤罚款=0.0;
            }
            double 社保 = ExcelHelpers.getCellDoubleValue(sheet,i,6);
            //应纳税所得额=基本工资+绩效工资+奖金+考勤罚款+社保-5000
            //个税=应纳税所得额*税率-速算扣除数
","            double 应纳税所得额 = 基本工资+绩效工资+奖金+考勤罚款+社保-5000;
","double 应纳税所得额 = basicSalary(基本工资,绩效工资,奖金,考勤罚款,社保);"
"s) {
        Workbook wb = ExcelHelpers.openFile(""d:/2020年4月份工资表.xlsx"");
        Sheet sheet = wb.getSheetAt(0);
        for(int i=1;i<=sheet.getLastRowNum();i++)
        {
            String 姓名 = ExcelHelpers.getCellStringValue(sheet,i,0);
            String 部门 = ExcelHelpers.getCellStringValue(sheet,i,1);
            //遇到员工数据行结束，就break
            if(姓名==null||姓名.equals(""""))
            {
                break;
            }
            double 基本工资 = ExcelHelpers.getCellDoubleValue(sheet,i,2);
            double 绩效工资 = ExcelHelpers.getCellDoubleValue(sheet,i,3);
            double 奖金 = ExcelHelpers.getCellDoubleValue(sheet,i,4);
            Double 考勤罚款 = ExcelHelpers.getCellDoubleValue(sheet,i,5);
            if(考勤罚款==null)
            {
                考勤罚款=0.0;
            }
            double 社保 = ExcelHelpers.getCellDoubleValue(sheet,i,6);
            //应纳税所得额=基本工资+绩效工资+奖金+考勤罚款+社保-5000
            //个税=应纳税所得额*税率-速算扣除数
            double 应纳税所得额 = 基本工资+绩效工资+奖金+考勤罚款+社保-5000;
            double 税率;
            double 速算扣除数;
            if(应纳税所得额<=3000)
            {
                税率=0.03;
                速算扣除数=0;
            }
            else if(应纳税所得额>3000 && 应纳税所得额<=12000)
            {
                税率=0.1;
                速算扣除数=210;
            }
            //if(12000<应纳税所得额<=25000)
            else if(应纳税所得额>12000 && 应纳税所得额<=25000)
            {
                税率=0.2;
                速算扣除数=1410;
            }
            else if(应纳税所得额>25000 && 应纳税所得额 <=35000)
            {
                税率=0.25;	速算扣除数=2660;
            }
            else if(应纳税所得额>35000 &&  应纳税所得额<=55000)
            {
                税率=0.3;		速算扣除数=4410;
            }
            else if(应纳税所得额>55000 && 应纳税所得额<=80000)
            {
                税率=0.35;	速算扣除数=7160;
            }
            else
            {
                税率=0.45;	速算扣除数=15160;
            }
            double 个税=应纳税所得额*税率-速算扣除数;
            ExcelHelpers.setCellValue(sheet,i,7,个税);
            //System.out.println(基本工资+"",""+个税);
","        }
",}
"import com.yzk18.docs.ExcelHelpers;
import org.apache.poi.ss.usermodel.Sheet;
import org.apache.poi.ss.usermodel.Workbook;

public class 计算个税并发送邮件1 {
    public static void main(String[] args) {
        Workbook wb = ExcelHelpers.openFile(""d:/2020年4月份工资表.xlsx"");
        Sheet sheet = wb.getSheetAt(0);
        for(int i=1;i<=sheet.getLastRowNum();i++)
        {
            String 姓名 = ExcelHelpers.getCellStringValue(sheet,i,0);
            String 部门 = ExcelHelpers.getCellStringValue(sheet,i,1);
            //遇到员工数据行结束，就break
","            if(姓名==null||姓名.equals(""""))
","if(姓名.equals(""姓名"") || 部门.equals(""部门""))"
"package sdmxdl.format.time;

/**
 * <pre>
 * </pre>
 */
","public interface BasicTimePeriod extends StandardTimePeriod {
",public class TimeFormat {
"package top.howiehz.points.commands.base_executor;

import top.howiehz.points.utils.base_utils_class.BaseUtilsClass;
import org.bukkit.command.TabExecutor;

/**
 * 指令执行器工具集
 */
","public abstract class HowieUtilsExecutor extends BaseUtilsClass implements TabExecutor {
",public class BaseExecutor implements TabExecutor {
"package com.scmt.core.dao;

import com.scmt.core.base.ScmtBaseDao;
import com.scmt.core.entity.Setting;

/**
 * 配置数据处理层
 * @author Exrick
 */
","public interface SettingDao extends ScmtBaseDao<Setting, String> {
",public interface SettingDao extends ScmtBaseDao<Setting> {
"package com.bitcliq.igeo.ui;


/**
 * Esta interface define um tipo a ser usado por Activity's que obtêm e aplicam uma série de configurações,
 * pelo que, devem implementar o método applyConfigs. Estas configurações, tratam-se das configurações dos ecrãs lidas de um ficheiro ou servidor
 * @author Bitcliq, Lda.
 *
 */
","public interface IGEOConfigurableActivity 
",public interface IGeoConfig {
"package com.bitcliq.igeo.ui;


/**
 * Esta interface define um tipo a ser usado por Activity's que obtêm e aplicam uma série de configurações,
 * pelo que, devem implementar o método applyConfigs. Estas configurações, tratam-se das configurações dos ecrãs lidas de um ficheiro ou servidor
 * @author Bitcliq, Lda.
 *
 */
public interface IGEOConfigurableActivity 
{
	
	/**
	 * Obtémm do IGEOConfigsManager as configurações do ecrã atual, aplica-as, e guarda-as na variável screenConfigs.
	 * Poderão existir configurações que não são aqui obtidas, mas sim durante o ciclo de vida da Activity, por exemplo,
	 * quando se tratam de ícones a ser colocados em listas, que só são construidas após o inicio da atividade, entre outros
	 * casos aplicáveis.
	 */
","	public void applyConfigs();
",public void applyConfigs();
"package com.xm.comment_serialize.module.mall.constant;

public class ConfigTypeConstant {
    //系统配置
","    public static final int SYS_CONFIG = 1;
","public static final String SYSTEM_CONFIG = ""system_config"";"
"package com.xm.comment_serialize.module.mall.constant;

public class ConfigTypeConstant {
    //系统配置
    public static final int SYS_CONFIG = 1;
    //自己的配置
","    public static final int SELF_CONFIG = 2;
",public static final int MY_CONFIG = 2;
"package com.xm.comment_serialize.module.mall.constant;

public class ConfigTypeConstant {
    //系统配置
    public static final int SYS_CONFIG = 1;
    //自己的配置
    public static final int SELF_CONFIG = 2;
    //父id配置
    public static final int PARENT_CONFIG = 3;
    //代理配置
","    public static final int PROXY_CONFIG = 4;
",public static final int PROXY_CONFIG = 4;
"package doext.define;

/**
 * 声明自定义扩展组件方法
 */
","public interface do_ProgressBar1_IMethod {
",public interface IMethod {
"package pers.fjl.server.search.repository;

import org.springframework.data.elasticsearch.repository.ElasticsearchRepository;
import org.springframework.stereotype.Repository;
import pers.fjl.server.search.index.BlogInfo;

/**
 * 接口符合JPA规范，可简写
 */
","@Repository
",@Repository
