context,truth,prediction
"<fim_prefix>package pama1234.gdx.game.element.duel.server.util.theme;

import java.util.LinkedHashMap;

/**<fim_suffix>
public class ServerThemeData{
  public LinkedHashMap<String,String> data;
}
<fim_middle>","
 * TODO 性能浪费
 */","
 * Created by <NAME> on 2016"
"<fim_prefix>package com.a4server.gameserver.model;

import com.google.gson.annotations.SerializedName;

import java.util.ArrayList;
import java.util.List;

/**<fim_suffix>
public class ActionItem
{
	@SerializedName(""name"")
	private final String _name;

	@SerializedName(""list"")
	private List<ActionItem> _list;

	public ActionItem(String name)
	{
		_name = name;
	}

	public ActionItem(String name, List<ActionItem> list)
	{
		_name = name;
		_list = list;
	}

	public void add(ActionItem actionItem)
	{
		if (_list == null)
		{
			_list = new ArrayList<>();
		}
		_list.add(actionI<fim_middle>","
 * действие доступное игроку. отображется в списке доступных действий
 * передается в виде json клиенту
 * Created by arksu on 13.10.15.
 */","
 * Created by Vitaliy on 22.03.2018.
 */"
"<fim_prefix>package cn.ihoway.annotation;

import cn.ihoway.type.AuthorityLevel;

import java.lang.annotation.*;

/**<fim_suffix>
@Target({ElementType.TYPE})
@Retention(RetentionPolicy.RUNTIME)
@Documented
public @interface Processor {
    String name() default """"; //程序名称
    boolean certification() default false; //是否进行安全认证
    AuthorityLevel limitAuthority() default AuthorityLevel.COMMON_MEMBER; //普通用户访问权限
}
<fim_middle>","
 * name:程序名称
 * certification:是否进行安全认证 默认 否
 * limitAuthority:访问权限 默认 普通用户
 */","
 * Created by zhouqian on 2017/8/23.
 */"
"<fim_prefix>package fr.gouv.beta.fabnum.kelrisks.metier.referentiel.interfaces;

import fr.gouv.beta.fabnum.commun.metier.IAbstractCRUDService;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.FamillePPR;

/**<fim_suffix>
public interface IFamillePprService extends IAbstractCRUDService<FamillePPR> {
}
  <fim_middle>","
 * Interface du Service qui gère les entités FamillePPR
 */","
 * @author <NAME>
 * @date 27/03/2017
"
"<fim_prefix> * Das Sudoku war gemäß den Constraints ungültig
	 */
	INVALID,

	/**
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */
	CONSTRAINT_SATURATION,

	/**
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */
	TO_EASY,

	/**
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */
	MUCH_TO_EASY,

	/**
	 * Das Sudoku ist schwieriger als die Constraints erlauben
	 */
	TO_DIFFICULT,

	/**<fim_suffix>
	MUCH_TO_DIFFICULT
}
<fim_middle>","
	 * Das Sudoku ist viel schwieriger als die Constraints erlauben
	 */","
	 * Das Sudoku ist sehr schwieriger als die Constraints erlauben"
"<fim_prefix>package de.sudoq.model.solverGenerator.solver;

/**
 * Ein Enum um die Relationen zwischen Schwierigkeiten zu klassifizieren
 */
public enum ComplexityRelation {
	/**<fim_suffix>
	INVALID,

	/**
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */
	CONSTRAINT_SATURATION,

	/**
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */
	TO_EASY,

	/**
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */
	MUCH_TO_EASY,

	/**
	 * Das Sudoku ist schwieriger als die Constraints erlauben
	 */
	TO_DIFFICULT,

	/**
	 * Das Sudoku ist viel schwieriger als die Constrain<fim_middle>","
	 * Das Sudoku war gemäß den Constraints ungültig
	 */","
	 * Das Sudoku ist ungültig
	 */"
"<fim_prefix>package de.sudoq.model.solverGenerator.solver;

/**
 * Ein Enum um die Relationen zwischen Schwierigkeiten zu klassifizieren
 */
public enum ComplexityRelation {
	/**
	 * Das Sudoku war gemäß den Constraints ungültig
	 */
	INVALID,

	/**<fim_suffix>
	CONSTRAINT_SATURATION,

	/**
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */
	TO_EASY,

	/**
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */
	MUCH_TO_EASY,

	/**
	 * Das Sudoku ist schwieriger als die Constraints erlauben
	 */
	TO_DIFFICULT,

	/**
	 * Das Sudoku ist viel schwieriger als die Constraints erlauben
	 */
	MUCH_TO_DIFFICULT
}
<fim_middle>","
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */","
	 * Das Sudoku hat keine Constraints
	 */"
"<fim_prefix>package de.sudoq.model.solverGenerator.solver;

/**
 * Ein Enum um die Relationen zwischen Schwierigkeiten zu klassifizieren
 */
public enum ComplexityRelation {
	/**
	 * Das Sudoku war gemäß den Constraints ungültig
	 */
	INVALID,

	/**
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */
	CONSTRAINT_SATURATION,

	/**
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */
	TO_EASY,

	/**<fim_suffix>
	MUCH_TO_EASY,

	/**
	 * Das Sudoku ist schwieriger als die Constraints erlauben
	 */
	TO_DIFFICULT,

	/**
	 * Das Sudoku ist viel schwieriger als die Constraints erlauben
	 */
	MUCH_TO_DIFFICULT
}
<fim_middle>","
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */","
	 * Das Sudoku ist sehr schwierig als die Constraints erlauben
	 */"
"<fim_prefix>zwischen Schwierigkeiten zu klassifizieren
 */
public enum ComplexityRelation {
	/**
	 * Das Sudoku war gemäß den Constraints ungültig
	 */
	INVALID,

	/**
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */
	CONSTRAINT_SATURATION,

	/**
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */
	TO_EASY,

	/**
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */
	MUCH_TO_EASY,

	/**<fim_suffix>
	TO_DIFFICULT,

	/**
	 * Das Sudoku ist viel schwieriger als die Constraints erlauben
	 */
	MUCH_TO_DIFFICULT
}
<fim_middle>","
	 * Das Sudoku ist schwieriger als die Constraints erlauben
	 */","
	 * Das Sudoku ist schwieriger als die Constraints erlauben"
"<fim_prefix>package de.sudoq.model.solverGenerator.solver;

/**<fim_suffix>
public enum ComplexityRelation {
	/**
	 * Das Sudoku war gemäß den Constraints ungültig
	 */
	INVALID,

	/**
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */
	CONSTRAINT_SATURATION,

	/**
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */
	TO_EASY,

	/**
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */
	MUCH_TO_EASY,

	/**
	 * Das Sudoku ist schwieriger als die Constra<fim_middle>","
 * Ein Enum um die Relationen zwischen Schwierigkeiten zu klassifizieren
 */","
 * Die Komplexitätsrelation zwischen einem Sudoku und den Constraints
 * 
 *"
"<fim_prefix>package de.sudoq.model.solverGenerator.solver;

/**
 * Ein Enum um die Relationen zwischen Schwierigkeiten zu klassifizieren
 */
public enum ComplexityRelation {
	/**
	 * Das Sudoku war gemäß den Constraints ungültig
	 */
	INVALID,

	/**
	 * Das Sudoku ist innerhalb der Constraints lösbar
	 */
	CONSTRAINT_SATURATION,

	/**<fim_suffix>
	TO_EASY,

	/**
	 * Das Sudoku ist viel einfacher als die Constraints erlauben
	 */
	MUCH_TO_EASY,

	/**
	 * Das Sudoku ist schwieriger als die Constraints erlauben
	 */
	TO_DIFFICULT,

	/**
	 * Das Sudoku ist viel schwieriger als die Constraints erlauben
	 */
	MUCH_TO_DIFFICULT
}
<fim_middle>","
	 * Das Sudoku ist einfacher als die Constraints erlauben
	 */","
	 * Das Sudoku ist einfach zu lösen
	 */"
"<fim_prefix>package com.easyink.common.enums.customer;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**<fim_suffix>
@AllArgsConstructor
public enum SubjectTypeEnum {
    ENTERPRISE(0),
    SERVICE_PROVIDER(1),
    ;
    @Getter
    private Integer code;
}
<fim_middle>","
 * 小程序或公众号的主体类型
 * 小程序或公众号的主体类型：0表示主体名称是企业的 (默认)，1表示主体名称是服务商的
 *
 * @author wx
 * 2023/2/9 20:06
 **/","
 * 客户类型
 *
 * @author tengchong
 * @date 2019-04-12
 */"
"<fim_prefix>/**<fim_suffix>
@SuppressWarnings({""requires-automatic"", ""requires-transitive-automatic""})
module io.github._4drian3d.authmevelocity.api.velocity {
    requires transitive com.velocitypowered.api;
    requires static org.jetbrains.annotations;
    exports io.github._4drian3d.authmevelocity.api.velocity;
    exports io.github._4drian3d.authmevelocity.api.velocity.event;
}
<fim_middle>",AuthMeVelocity Velocity API Module */,"
 * @author _4d"
"<fim_prefix>port org.crue.hercules.sgi.csp.model.Proyecto;
import org.crue.hercules.sgi.csp.model.ProyectoEntidadGestora;
import org.springframework.data.jpa.repository.JpaRepository;
import org.springframework.data.jpa.repository.JpaSpecificationExecutor;

public interface ProyectoEntidadGestoraRepository
    extends JpaRepository<ProyectoEntidadGestora, Long>, JpaSpecificationExecutor<ProyectoEntidadGestora> {

  /**<fim_suffix>
  boolean existsProyectoEntidadGestoraByProyectoIdAndEntidadRef(Long proyectoId, String entidadRef);

  /**
   * Comprueba la existencia de la relación entre el {@link Proyecto} y una
   * entidad gestora excluyendo de la búsqueda un determinado
   * {@link ProyectoEntidadGestora}
   * 
   * @param id         id del {@link ProyectoEntidadGestora}.
   * @param proyectoId id del {@link Proyecto}.
   * @param <fim_middle>","
   * Comprueba la existencia de la relación entre el {@link Proyecto} y una
   * entidad gestora.
   * 
   * @param proyectoId id del {@link Proyecto}.
   * @param entidadRef EntidadRef del {@link ProyectoEntidadGestora}.
   * @return true en el {@link Proyecto} existe un {@link ProyectoEntidadGestora}
   *         con el mismo nombre.
   */","
   * Comprueba la existencia de la relación entre el {@link Proyecto} y una
   * entidad gestora.
   * 
   * @param id         id del {@link ProyectoEntidadGestora}.
   * @param proyectoId id del {@link Proyecto}.
   * @param entidadRef referencia de la entidad gestora.  Se agrega método para buscar por proyecto y entidad gestora  package org.crue.he"
"<fim_prefix>ón entre el {@link Proyecto} y una
   * entidad gestora.
   * 
   * @param proyectoId id del {@link Proyecto}.
   * @param entidadRef EntidadRef del {@link ProyectoEntidadGestora}.
   * @return true en el {@link Proyecto} existe un {@link ProyectoEntidadGestora}
   *         con el mismo nombre.
   */
  boolean existsProyectoEntidadGestoraByProyectoIdAndEntidadRef(Long proyectoId, String entidadRef);

  /**<fim_suffix>
  boolean existsProyectoEntidadGestoraByIdNotAndProyectoIdAndEntidadRef(Long id, Long proyectoId, String entidadRef);

}
<fim_middle>","
   * Comprueba la existencia de la relación entre el {@link Proyecto} y una
   * entidad gestora excluyendo de la búsqueda un determinado
   * {@link ProyectoEntidadGestora}
   * 
   * @param id         id del {@link ProyectoEntidadGestora}.
   * @param proyectoId id del {@link Proyecto}.
   * @param entidadRef EntidadRef del {@link ProyectoEntidadGestora}.
   * @return true en el {@link Proyecto} existe un {@link ProyectoEntidadGestora}
   *         con el mismo nombre.
   */","
   * Verifica si existe un {@link ProyectoEntidadGestora} con el mismo nombre.
   * 
   * @param id id del {@link ProyectoEntidadGestora}.
   * @param proyectoId id del {@link Proyecto}.
   * @param entidadRef EntidadRef del {@link ProyectoEntidadGestora}.
   * @return true en el {@link Proyecto} existe un {@link ProyectoEntidadGestora}
   *         con el mismo nombre.
   */"
"<fim_prefix>package ru.nuzmsh.web.tags;

import java.io.IOException;

import javax.servlet.jsp.JspException;
import javax.servlet.jsp.JspWriter;

/**<fim_suffix>
public class TableEmptyTag extends TableNotEmptyTag {
    @Deprecated
    public void doTag() throws JspException, IOException {
        if(isEmpty()) {
            JspWriter out = getJspContext().getOut() ;
            getJspBody().invoke(out);
        }
    }

}
<fim_middle>","
 * @jsp.tag           name = ""tableEmpty""
 *            display-name = ""Выводит содержимое, если нет данных в таблице""
 *            body-content = ""scriptless""
 *             description = ""Выводит содержимое, если нет данных в таблице""
 */","
 * Created by alex on 11.06.17.
 */"
"<fim_prefix>package com.ysd.iep.test;

import java.util.ArrayList;
import java.util.List;


/**<fim_suffix>
public class Test4 {


    public static void main(String[] args) {

        int i, j;
        for (i = 1, j = 1; j <= 9; ) {
            if (i < j) {
                i++;
                j = 1;
                System.out.println("" "");
            } else {
                System.out.print(j + ""*"" + i * j + "" "");
                if (i * j < 10) {
                    System.out.print("" "");
                }
 <fim_middle>","
 * 一个for循环打印出九九乘法表
 */","
 * Created by Administrator on 2016/8/31.
 */"
"<fim_prefix>package yuan.interview.railroad.interactive;

/**<fim_suffix>
public interface CommandParser {
	
	/** 将一条命令的字符串表示，解析成命令数据类{@link CommandData} */
	CommandData parser(String command);

}
<fim_middle>"," 
 * @ClassName: CommandParser
 * @Description:  命令解析器
 * 						具体的命令解析器实现类。将字符串数据(只有一条命令)按自己的命令格式规则。进行解析成普通的JAVA类{@link CommandData}
 *
 * @author 袁良锭(https://github.com/yuanliangding)
 * @date 2019年5月28日-下午3:54:40
 */","
 * 命令解析器
 * @author yuan
 *
 */"
"<fim_prefix>package yuan.interview.railroad.interactive;

/** 
 * @ClassName: CommandParser
 * @Description:  命令解析器
 * 						具体的命令解析器实现类。将字符串数据(只有一条命令)按自己的命令格式规则。进行解析成普通的JAVA类{@link CommandData}
 *
 * @author 袁良锭(https://github.com/yuanliangding)
 * @date 2019年5月28日-下午3:54:40
 */
public interface CommandParser {
	
	/**<fim_suffix>
	CommandData parser(String command);

}
<fim_middle>", 将一条命令的字符串表示，解析成命令数据类{@link CommandData} */," 
	 * @Title: parser
	 * @Description: 解析命令
"
